Suburb,Suburb Latitude,Suburb Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Croydon Park,-33.89732,151.10289,Anar Charcoal Chicken,-33.89580503395291,151.10635583389157,Lebanese Restaurant
Croydon Park,-33.89732,151.10289,Sangha's Tandoori Palace,-33.89655738681735,151.1024597006646,Indian Restaurant
Croydon Park,-33.89732,151.10289,McDonald's,-33.895654659034776,151.1075188651674,Fast Food Restaurant
Croydon Park,-33.89732,151.10289,Pure Gelato,-33.89708414490122,151.1081791954086,Ice Cream Shop
Croydon Park,-33.89732,151.10289,Cafe Aroma G&C,-33.89575,151.10801,Asian Restaurant
Croydon Park,-33.89732,151.10289,Hot Bread Shop,-33.89525,151.10778,Bakery
Croydon Park,-33.89732,151.10289,Filo Station,-33.895709,151.106533,Filipino Restaurant
Croydon Park,-33.89732,151.10289,Wok's Art,-33.89489,151.10925,Chinese Restaurant
Croydon Park,-33.89732,151.10289,Thai Orchid,-33.905078,151.104871,Thai Restaurant
Croydon Park,-33.89732,151.10289,Domino's Pizza,-33.89549,151.10681,Pizza Place
Croydon Park,-33.89732,151.10289,Little Thailand,-33.895716,151.107667,Thai Restaurant
Croydon Park,-33.89732,151.10289,Gee Jays Pizzeria & Family Restaurant,-33.89567565917969,151.10806274414062,Italian Restaurant
Croydon Park,-33.89732,151.10289,Geejays,-33.89572063044646,151.10799405897527,Italian Restaurant
Croydon Park,-33.89732,151.10289,Curry On Fire,-33.8955,151.10676,Indian Restaurant
Croydon Park,-33.89732,151.10289,Paesani Restaurant,-33.899585767108725,151.1049282391285,Italian Restaurant
Croydon Park,-33.89732,151.10289,mrad's pizza & food,-33.89527,151.10765,Pizza Place
Croydon Park,-33.89732,151.10289,Maranello's Woodfire Pizza,-33.89546203613281,151.1074676513672,Pizza Place
Croydon Park,-33.89732,151.10289,Pide Pizza Kebab,-33.895234,151.109283,Turkish Restaurant
Croydon Park,-33.89732,151.10289,Lebanese Bakery,-33.89553722527003,151.1075902091343,Bakery
Croydon Park,-33.89732,151.10289,Jo Jia  Cafe,-33.896992,151.110871,Coffee Shop
Croydon Park,-33.89732,151.10289,Caffettiera,-33.895718,151.10806,Coffee Shop
Croydon Park,-33.89732,151.10289,Samir Abla Pastry Coffee Lounge,-33.89558,151.10645,Cupcake Shop
Croydon Park,-33.89732,151.10289,Little Italy,-33.89575,151.10801,Italian Restaurant
Croydon Park,-33.89732,151.10289,Croydon Park Chinese Restaurant,-33.89558,151.10645,Chinese Restaurant
Croydon Park,-33.89732,151.10289,Garden House Cafe,-33.8946,151.097245,Café
Croydon Park,-33.89732,151.10289,Croydon Park Hotel,-33.895803456134345,151.10661828261576,Pub
Croydon Park,-33.89732,151.10289,Caffetteria,-33.895440651316136,151.1085799275021,Café
Croydon Park,-33.89732,151.10289,Subway,-33.89599,151.10705,Sandwich Place
Croydon Park,-33.89732,151.10289,Western Suburbs Australian Football Club,-33.89986,151.10543,Sports Bar
Croydon Park,-33.89732,151.10289,Cafe Belle Fleur,-33.894499,151.097352,Café
Croydon Park,-33.89732,151.10289,Rene's Pizzeria,-33.89569203469928,151.10706691230203,Italian Restaurant
Croydon Park,-33.89732,151.10289,Millie's Cafe,-33.89345,151.09945,Café
Croydon Park,-33.89732,151.10289,Croydon Park Hotdog Van,-33.90208706910811,151.10986232757568,Food Truck
Croydon Park,-33.89732,151.10289,Shisha Bar & Restaurant,-33.8948,151.10961,Mediterranean Restaurant
Croydon Park,-33.89732,151.10289,La Bocca Deli Cafe,-33.89557,151.10654,Café
Croydon,-33.88062,151.1169,The Peaberry Cafe,-33.88324642623087,151.1186822390116,Café
Croydon,-33.88062,151.1169,Macindoe Café PLC Sydney,-33.88221274174651,151.11577548226234,Café
Croydon,-33.88062,151.1169,Charcoal Boy,-33.88342,151.11478,Fast Food Restaurant
Croydon,-33.88062,151.1169,Spoon & Fork,-33.88313522443862,151.11522371653473,Dessert Shop
Croydon,-33.88062,151.1169,Pane e Vino Trattoria,-33.884147,151.114053,Italian Restaurant
Croydon,-33.88062,151.1169,Kreta Ayer,-33.88748,151.12262,Malay Restaurant
Croydon,-33.88062,151.1169,Old Chinese Dumpling Restaurant (老地方),-33.88737,151.1222,Chinese Restaurant
Croydon,-33.88062,151.1169,Star Of Thailand,-33.874381,151.115814,Thai Restaurant
Croydon,-33.88062,151.1169,Chinese Dumpling Restaurant,-33.8862323,151.1177145,Chinese Restaurant
Croydon,-33.88062,151.1169,Petit Forest Cafe,-33.886729934580366,151.12107139459212,Café
Croydon,-33.88062,151.1169,Transition Cafe,-33.88139198720072,151.1177152102215,Café
Croydon,-33.88062,151.1169,Prik Thai,-33.8886465453921,151.11847176753065,Thai Restaurant
Croydon,-33.88062,151.1169,Doytao Thai,-33.88380879917646,151.11430146396415,Thai Restaurant
Croydon,-33.88062,151.1169,Italfornaio,-33.88348902628326,151.1146036934529,Bakery
Croydon,-33.88062,151.1169,Mario's Pizzeria,-33.88357515549852,151.11656985770668,Pizza Place
Croydon,-33.88062,151.1169,Morsello,-33.88373010634841,151.11462075827544,Italian Restaurant
Croydon,-33.88062,151.1169,McDonald's,-33.88478379163198,151.11376183118617,Fast Food Restaurant
Croydon,-33.88062,151.1169,Lao Hui Min Hand Made Ramen Restaurant 老回民手工拉面馆,-33.8791477311468,151.1229031052424,Xinjiang Restaurant
Croydon,-33.88062,151.1169,Northern Hot Chilli Kitchen,-33.88829,151.11728,Chinese Restaurant
Croydon,-33.88062,151.1169,The Retreat Garden Bistro,-33.87682921849679,151.12175401717303,Italian Restaurant
Croydon,-33.88062,151.1169,MY Takeaway on Strand,-33.884228,151.11444,Asian Restaurant
Croydon,-33.88062,151.1169,Croydon Cafe Bakery,-33.8839726257504,151.11423906095192,Snack Place
Croydon,-33.88062,151.1169,Aqua Cafe,-33.884073,151.119723,Café
Croydon,-33.88062,151.1169,Flowers & Coffee,-33.882788,151.115538,Café
Croydon,-33.88062,151.1169,Cafe on Strand,-33.883399892066244,151.11488678775393,Café
Croydon,-33.88062,151.1169,Mojo Coffee Roaster,-33.87801423838999,151.10879607372706,Café
Croydon,-33.88062,151.1169,Hotel Saravana Bhavan,-33.88359,151.11411,Indian Restaurant
Croydon,-33.88062,151.1169,Sindoor Indian Restaurant,-33.88526328767123,151.12067561643835,Indian Restaurant
Croydon,-33.88062,151.1169,Buffet 88,-33.88856062307505,151.11867655058947,Buffet
Croydon,-33.88062,151.1169,Hotel SARVANA,-33.88376,151.11438,Indian Restaurant
Croydon,-33.88062,151.1169,Crust Gourmet Pizza Bar,-33.88398,151.11463,Pizza Place
Croydon,-33.88062,151.1169,Western Suburbs Leagues Bowling Club,-33.87642,151.12168,Bowling Green
Croydon,-33.88062,151.1169,Demochi,-33.88369,151.11438,Donut Shop
Croydon,-33.88062,151.1169,Paisley Lane,-33.88355,151.11415,Café
Croydon,-33.88062,151.1169,Grill'd,-33.874412680436265,151.11942742409886,Burger Joint
Croydon,-33.88062,151.1169,Peking Duck Restaurant 北京烤鸭店,-33.8875,151.1228,Peking Duck Restaurant
Croydon,-33.88062,151.1169,Croydon Village Foods,-33.883807,151.114435,Café
Croydon,-33.88062,151.1169,Stranded Deli Cafe,-33.883668793244695,151.11450351288704,Café
Croydon,-33.88062,151.1169,Kafe Altura,-33.883661592778004,151.11449932603605,Café
Croydon,-33.88062,151.1169,Tokyo Syokudo,-33.88348299567851,151.114570090514,Japanese Restaurant
Croydon,-33.88062,151.1169,La Margherita,-33.88370604957448,151.1143932274612,Italian Restaurant
Croydon,-33.88062,151.1169,Shanghai Dumpling,-33.88748,151.12261,Dumpling Restaurant
Ashfield,-33.88947,151.12753,Manmaruya,-33.88960326166323,151.12618329500046,Japanese Restaurant
Ashfield,-33.88947,151.12753,Eaton Chinese Restaurant,-33.88790126699797,151.12321685239735,Chinese Restaurant
Ashfield,-33.88947,151.12753,Silver Spoon Coffee,-33.8901,151.12675,Café
Ashfield,-33.88947,151.12753,Sim Kebabs,-33.890238291216306,151.1281878812485,Fast Food Restaurant
Ashfield,-33.88947,151.12753,1919 Lanzhou Beef Noodle,-33.88889,151.12563,Noodle House
Ashfield,-33.88947,151.12753,Xian Shifu Chinese Restaurant,-33.889121,151.125484,Chinese Restaurant
Ashfield,-33.88947,151.12753,The Prawn Pot 香虾锅,-33.88849,151.12484,Asian Restaurant
Ashfield,-33.88947,151.12753,Xin Jiang Noodle Restaurant,-33.889639,151.1266249,Xinjiang Restaurant
Ashfield,-33.88947,151.12753,Pho 234,-33.88911056518555,151.12527465820312,Comfort Food Restaurant
Ashfield,-33.88947,151.12753,The Restaurant Chinese Skewers BBQ,-33.889759,151.126541,BBQ Joint
Ashfield,-33.88947,151.12753,Da Vatti,-33.88970184326172,151.12576293945312,Indian Restaurant
Ashfield,-33.88947,151.12753,Gong Cha 貢茶,-33.888337925900245,151.12539472122086,Bubble Tea Shop
Ashfield,-33.88947,151.12753,Gloria Jean's Coffees,-33.889783,151.123985,Coffee Shop
Ashfield,-33.88947,151.12753,Caffe Cherry Beans,-33.88927607558432,151.12374289298324,Café
Ashfield,-33.88947,151.12753,The Garden,-33.889279,151.129946,Restaurant
Ashfield,-33.88947,151.12753,Koku Culture Cafe,-33.88764,151.122128,Café
Ashfield,-33.88947,151.12753,The Urban Artisans,-33.88856,151.12424,Café
Ashfield,-33.88947,151.12753,Sweet Panda Hot Pot,-33.887978,151.12576,Hotpot Restaurant
Ashfield,-33.88947,151.12753,Beijing Impressions 瓷器,-33.88809,151.12504,Beijing Restaurant
Ashfield,-33.88947,151.12753,Ashfield Mall Food Court,-33.8897498928506,151.1243594927608,Food Court
Ashfield,-33.88947,151.12753,Chatime,-33.888886,151.124655,Bubble Tea Shop
Ashfield,-33.88947,151.12753,KFC,-33.88986,151.12456,Fast Food Restaurant
Ashfield,-33.88947,151.12753,The Hungry Eye,-33.891627,151.137051,Himalayan Restaurant
Ashfield,-33.88947,151.12753,Seek & Stone (By Taste Of Shanghai),-33.88847,151.12388,Chinese Restaurant
Ashfield,-33.88947,151.12753,Kujira,-33.887961,151.123698,Japanese Restaurant
Ashfield,-33.88947,151.12753,Huaxing Bakery,-33.888273,151.123791,Bakery
Ashfield,-33.88947,151.12753,Guilin Rice Noodles 桂林米粉,-33.888149,151.123818,Noodle House
Ashfield,-33.88947,151.12753,Ashfield Apothecary,-33.886607,151.125829,Café
Ashfield,-33.88947,151.12753,Soul’s Nest Cafe,-33.887296,151.136522,Café
Ashfield,-33.88947,151.12753,Boost Juice,-33.88949465790037,151.12400100419939,Juice Bar
Ashfield,-33.88947,151.12753,Cafe On Charlotte,-33.887230070074175,151.12569881567688,Café
Ashfield,-33.88947,151.12753,Peking Duck Restaurant 北京烤鸭店,-33.8875,151.1228,Peking Duck Restaurant
Ashfield,-33.88947,151.12753,Normcore,-33.887814,151.12518,Coffee Shop
Ashfield,-33.88947,151.12753,One Penny Red,-33.89168260879469,151.13719458388778,Australian Restaurant
Ashfield,-33.88947,151.12753,Daijobu,-33.888831,151.124046,Japanese Restaurant
Ashfield,-33.88947,151.12753,New Shanghai 新上海,-33.88816,151.1245,Shanghai Restaurant
Ashfield,-33.88947,151.12753,New Shanghai Night 新夜上海,-33.88846086899549,151.1243931616137,Shanghai Restaurant
Ashfield,-33.88947,151.12753,All Rice Thai,-33.889765,151.126587,Thai Restaurant
Ashfield,-33.88947,151.12753,Golden Times Chinese Restaurant,-33.889798191737356,151.13042653817558,Cantonese Restaurant
Ashfield,-33.88947,151.12753,Tasty House Chinese Restaurant,-33.8880516285527,151.1236198674194,Chinese Restaurant
Ashfield,-33.88947,151.12753,Crocodile Farm Hotel,-33.88845259487488,151.1242118177647,Pub
Ashfield,-33.88947,151.12753,Wongs' Noodle Bar,-33.889754,151.130561,Dumpling Restaurant
Ashfield,-33.88947,151.12753,Bakers Delight,-33.889543764074986,151.12476896918665,Bakery
Ashfield,-33.88947,151.12753,Skewer King BBQ | 北方串王,-33.889338,151.125778,BBQ Joint
Ashfield,-33.88947,151.12753,Taste of Shanghai,-33.888278622693186,151.12399199593892,Dumpling Restaurant
Ashfield,-33.88947,151.12753,Shanghai Night,-33.88843451554322,151.12426292431198,Dumpling Restaurant
Ashfield,-33.88947,151.12753,Northern Hot Chilli Kitchen,-33.88829,151.11728,Chinese Restaurant
Ashfield,-33.88947,151.12753,Keato's Pizza & Grill,-33.88968,151.131014,Pizza Place
Ashfield,-33.88947,151.12753,Envy Cafe & Gallery,-33.891681,151.137332,Café
Haberfield,-33.87968,151.1391,Pasticceria Papa,-33.88036979291894,151.1389141901686,Bakery
Haberfield,-33.87968,151.1391,Zanetti 5 Star Delicatessen,-33.88016760349274,151.13890797,Deli / Bodega
Haberfield,-33.87968,151.1391,Happyfield,-33.880624,151.138525,Café
Haberfield,-33.87968,151.1391,San Valentino,-33.881097,151.13943,Coffee Shop
Haberfield,-33.87968,151.1391,Dolcissimo,-33.88050738744583,151.13878887305637,Italian Restaurant
Haberfield,-33.87968,151.1391,Il Goloso,-33.88082,151.13823,Italian Restaurant
Haberfield,-33.87968,151.1391,Yakitori Jin,-33.8813,151.13986,Japanese Restaurant
Haberfield,-33.87968,151.1391,Dishcovery,-33.880273,151.138856,Thai Restaurant
Haberfield,-33.87968,151.1391,Raffaels Bakery,-33.88003344892751,151.13851902392213,Bakery
Haberfield,-33.87968,151.1391,Rino Saffioti Chocolatier,-33.8808164866777,151.13916758752646,Dessert Shop
Haberfield,-33.87968,151.1391,Napoli In Bocca,-33.880850357791424,151.13866801634185,Pizza Place
Haberfield,-33.87968,151.1391,Colefax Chocolates,-33.8814,151.13921,Dessert Shop
Haberfield,-33.87968,151.1391,bistro cocotte,-33.881281,151.139459,French Restaurant
Haberfield,-33.87968,151.1391,Bistro Cocotte,-33.8814,151.13921,Restaurant
Haberfield,-33.87968,151.1391,That's Amore,-33.88126,151.13984,Pizza Place
Haberfield,-33.87968,151.1391,K-Town Korean Bbq,-33.88092,151.138382,Korean BBQ Restaurant
Haberfield,-33.87968,151.1391,Reggie’s & Co,-33.881424,151.13934,Café
Haberfield,-33.87968,151.1391,La Disfida,-33.88119130262524,151.1394288313775,Pizza Place
Haberfield,-33.87968,151.1391,Cafe Bones,-33.87822225538872,151.14750553457318,Café
Haberfield,-33.87968,151.1391,O's Kitchen,-33.88065,151.13882,Thai Restaurant
Haberfield,-33.87968,151.1391,Haberfield Chinese Restaurant 如意海鮮舫,-33.880466,151.13895,Chinese Restaurant
Haberfield,-33.87968,151.1391,Galleria Espresso Cafe,-33.88106482887645,151.13928832888925,Café
Haberfield,-33.87968,151.1391,Pasticceria Sulfaro,-33.881045736579175,151.1393078611133,Italian Restaurant
Haberfield,-33.87968,151.1391,Pappardelle Ristorante,-33.8766,151.13606,Italian Restaurant
Haberfield,-33.87968,151.1391,Early Bird Cafe and Kitchen,-33.88437,151.142,Café
Haberfield,-33.87968,151.1391,Soul’s Nest Cafe,-33.887296,151.136522,Café
Haberfield,-33.87968,151.1391,Cafe Reggio,-33.879567,151.138308,Café
Haberfield,-33.87968,151.1391,Haberfield Post,-33.88082,151.13823,Italian Restaurant
Haberfield,-33.87968,151.1391,Haberfield Food Festeval,-33.88541790312683,151.14326384065205,Italian Restaurant
Haberfield,-33.87968,151.1391,Pantry of Pappardelle,-33.87759522136153,151.13653421401978,Australian Restaurant
Haberfield,-33.87968,151.1391,Popular Turkish Kabab Pide & Pizza,-33.88223413920146,151.13422946902156,Turkish Restaurant
Haberfield,-33.87968,151.1391,U.E. Chinese Restaurant,-33.87511015884414,151.1340075986843,Chinese Restaurant
Haberfield,-33.87968,151.1391,Mani Italiane Ristorante Pizzeria,-33.88041,151.13838,Italian Restaurant
Haberfield,-33.87968,151.1391,Alloro,-33.88062368532226,151.13878726959229,Italian Restaurant
Haberfield,-33.87968,151.1391,Food Truck Unsw,-33.88118112839533,151.13933826260487,Food Truck
Haberfield,-33.87968,151.1391,Turner Avenue,-33.8778,151.1449,Ethiopian Restaurant
Haberfield,-33.87968,151.1391,Thai Tree,-33.88267,151.147105,Thai Restaurant
Haberfield,-33.87968,151.1391,la rosticceria,-33.881335,151.139605,Italian Restaurant
Haberfield,-33.87968,151.1391,La Rustica,-33.88135,151.139494,Italian Restaurant
Haberfield,-33.87968,151.1391,Caracalla Pizzeria,-33.88126,151.13984,Italian Restaurant
Haberfield,-33.87968,151.1391,Cassaniti Bakery,-33.880076,151.138454,Bakery
Haberfield,-33.87968,151.1391,The Chook Fellas,-33.88064,151.13836,Fried Chicken Joint
Haberfield,-33.87968,151.1391,McDonald's,-33.88483316306701,151.13622186241645,Fast Food Restaurant
Haberfield,-33.87968,151.1391,Boomerang st massive,-33.8727555,151.13881700000002,BBQ Joint
Haberfield,-33.87968,151.1391,Sunshine Bakery,-33.881099,151.139268,Bakery
Haberfield,-33.87968,151.1391,Da Pippo Caffe Bar,-33.881207,151.13949,Coffee Shop
Haberfield,-33.87968,151.1391,pasticceria italiana,-33.881651,151.139697,Café
Haberfield,-33.87968,151.1391,Hungry Grasshopper Cafe,-33.87565793136427,151.14243322056993,Café
Haberfield,-33.87968,151.1391,Livvi's Cafe,-33.87214782126393,151.13659610549027,Café
Summer Hill,-33.89348,151.1372,Decolata Summer Hill,-33.891886521394014,151.13772334246562,Café
Summer Hill,-33.89348,151.1372,Goodbye Horses,-33.891864913343454,151.13833185319882,Coffee Shop
Summer Hill,-33.89348,151.1372,One Penny Red,-33.89168260879469,151.13719458388778,Australian Restaurant
Summer Hill,-33.89348,151.1372,Drugstore,-33.891700752525125,151.13754839131423,Café
Summer Hill,-33.89348,151.1372,Amour Bakehouse,-33.891792,151.138108,Bakery
Summer Hill,-33.89348,151.1372,Envy Cafe & Gallery,-33.891681,151.137332,Café
Summer Hill,-33.89348,151.1372,40 Grains,-33.890908,151.138204,Thai Restaurant
Summer Hill,-33.89348,151.1372,The Hungry Eye,-33.891627,151.137051,Himalayan Restaurant
Summer Hill,-33.89348,151.1372,Burgers ON Broadway,-33.89181,151.13863,Burger Joint
Summer Hill,-33.89348,151.1372,The Garden,-33.889279,151.129946,Restaurant
Summer Hill,-33.89348,151.1372,Indian Home Diner,-33.89175,151.1384,Indian Restaurant
Summer Hill,-33.89348,151.1372,Fujiyama,-33.891597747802734,151.1381378173828,Japanese Restaurant
Summer Hill,-33.89348,151.1372,Plunge,-33.89154494033544,151.13813166902713,Café
Summer Hill,-33.89348,151.1372,The Sicilian Project,-33.886938,151.137695,Coffee Shop
Summer Hill,-33.89348,151.1372,Andiamo,-33.891487,151.13802,Italian Restaurant
Summer Hill,-33.89348,151.1372,Saigon Summer Street food,-33.89084841045595,151.1383225497863,Vietnamese Restaurant
Summer Hill,-33.89348,151.1372,重庆刘一手火锅,-33.89348602294922,151.14102172851562,Asian Restaurant
Summer Hill,-33.89348,151.1372,Spicy Kahari,-33.89183,151.13871,Indian Restaurant
Summer Hill,-33.89348,151.1372,Goblin,-33.890074286911876,151.139305549881,Café
Summer Hill,-33.89348,151.1372,BabyCakes by Renee,-33.89061666119272,151.14229666013205,Cupcake Shop
Summer Hill,-33.89348,151.1372,Mancini's Woodfired Pizza Restaurant,-33.89153972705388,151.13814705788755,Pizza Place
Summer Hill,-33.89348,151.1372,Summer Hill Fish & Chips,-33.891628585049695,151.1381335359551,Seafood Restaurant
Summer Hill,-33.89348,151.1372,Summer Hill Gourmet Chicken,-33.891094,151.138261,Burger Joint
Summer Hill,-33.89348,151.1372,Da Vinci's Italian Restaurant,-33.891236828819764,151.13809015799055,Pizza Place
Summer Hill,-33.89348,151.1372,Moulin Cafe,-33.893953,151.144111,Bakery
Summer Hill,-33.89348,151.1372,Summer Hill Village Patisserie,-33.89103783595331,151.13822318878266,Bakery
Summer Hill,-33.89348,151.1372,Soul’s Nest Cafe,-33.887296,151.136522,Café
Summer Hill,-33.89348,151.1372,Adi’s Kitchen,-33.891222,151.138374,Ethiopian Restaurant
Summer Hill,-33.89348,151.1372,Bistro Viet,-33.897068,151.141669,Bistro
Summer Hill,-33.89348,151.1372,Thai Garn,-33.893305,151.134113,Thai Restaurant
Summer Hill,-33.89348,151.1372,The Farm Wholefood,-33.892985,151.141787,Café
Summer Hill,-33.89348,151.1372,Heritage Coffee Brewers,-33.89059753126654,151.13846230417496,Café
Summer Hill,-33.89348,151.1372,Wongs' Noodle Bar,-33.889754,151.130561,Dumpling Restaurant
Summer Hill,-33.89348,151.1372,The Purple Tree,-33.89049184959537,151.1385712521441,Coffee Shop
Summer Hill,-33.89348,151.1372,AD's CAFE,-33.8899,151.131,Snack Place
Summer Hill,-33.89348,151.1372,Maranello's,-33.891143,151.138217,Italian Restaurant
Summer Hill,-33.89348,151.1372,Kenbo Chinese Restaurant,-33.891632705506744,151.13806958229574,Chinese Restaurant
Summer Hill,-33.89348,151.1372,Biscotto panini,-33.891777016476304,151.1376201419572,Café
Summer Hill,-33.89348,151.1372,The Barn,-33.88964,151.13058,Café
Summer Hill,-33.89348,151.1372,Audley Street,-33.896212,151.142328,Italian Restaurant
Summer Hill,-33.89348,151.1372,Moon's Fresh Sushi,-33.89943,151.137572,Sushi Restaurant
Summer Hill,-33.89348,151.1372,Keato's Pizza & Grill,-33.88968,151.131014,Pizza Place
Summer Hill,-33.89348,151.1372,Perama at Plunge,-33.891488,151.138306,Greek Restaurant
Summer Hill,-33.89348,151.1372,Pizza Province,-33.889763,151.139322,Pizza Place
Summer Hill,-33.89348,151.1372,Cafe Strada,-33.89091,151.13866,Burger Joint
Summer Hill,-33.89348,151.1372,Café Roccella,-33.890886,151.138482,Café
Summer Hill,-33.89348,151.1372,Red Rooster,-33.88673546789915,151.13758615903677,Fast Food Restaurant
Summer Hill,-33.89348,151.1372,Chic Pea @ Plunge,-33.89175236702786,151.13813817501068,Middle Eastern Restaurant
Summer Hill,-33.89348,151.1372,Golden Times Chinese Restaurant,-33.889798191737356,151.13042653817558,Cantonese Restaurant
Summer Hill,-33.89348,151.1372,Sideways Deli Café,-33.900954439966455,151.13624870242725,Café
Hurlstone Park,-33.91005,151.12854,Domino's Pizza,-33.909199,151.130369,Pizza Place
Hurlstone Park,-33.91005,151.12854,Kylon Eatery & Specialty Coffee,-33.90963,151.13237,Café
Hurlstone Park,-33.91005,151.12854,Thai Willing To,-33.9090828353161,151.1328470512684,Thai Restaurant
Hurlstone Park,-33.91005,151.12854,Nu Bambu,-33.906028466694735,151.1278585284297,Asian Restaurant
Hurlstone Park,-33.91005,151.12854,BON Japanese Restaurant,-33.91125,151.12011,Japanese Restaurant
Hurlstone Park,-33.91005,151.12854,Small Talk Coffee and Snacks,-33.904341,151.129264,Café
Hurlstone Park,-33.91005,151.12854,풍납동 칡냉면,-33.90514,151.128635,BBQ Joint
Hurlstone Park,-33.91005,151.12854,Aroy Thai,-33.91050218039248,151.12174264010562,Thai Restaurant
Hurlstone Park,-33.91005,151.12854,Parkside Superior Meats,-33.909693,151.131983,Deli / Bodega
Hurlstone Park,-33.91005,151.12854,McDonald's,-33.90483849765655,151.12821889630905,Fast Food Restaurant
Hurlstone Park,-33.91005,151.12854,Domino's Pizza,-33.9048297181011,151.12856268882751,Pizza Place
Hurlstone Park,-33.91005,151.12854,Babycino's Cafe,-33.909401390712475,151.1315329123636,Café
Hurlstone Park,-33.91005,151.12854,Gourmet On Crinan,-33.90962474135058,151.13192235918,Café
Hurlstone Park,-33.91005,151.12854,Baked by Dora,-33.909520553530356,151.13204491322398,Café
Hurlstone Park,-33.91005,151.12854,Geranium Villa,-33.905885,151.128536,BBQ Joint
Hurlstone Park,-33.91005,151.12854,The Spit Roast,-33.904704,151.133627,BBQ Joint
Hurlstone Park,-33.91005,151.12854,Queenside,-33.905087,151.133575,Coffee Shop
Hurlstone Park,-33.91005,151.12854,Floss St Coffee Hutch,-33.908437,151.124287,Café
Hurlstone Park,-33.91005,151.12854,Saint Lucifer,-33.909992,151.1319,Coffee Shop
Hurlstone Park,-33.91005,151.12854,Outfield,-33.903332,151.129477,Café
Hurlstone Park,-33.91005,151.12854,Baalbek,-33.910191391746295,151.121856410817,Bakery
Hurlstone Park,-33.91005,151.12854,Charlie's Pizzeria & Bakery,-33.910133509466725,151.1218222795949,Middle Eastern Restaurant
Hurlstone Park,-33.91005,151.12854,Goodvibez Cafe,-33.90563,151.13352,Café
Hurlstone Park,-33.91005,151.12854,Golden Rice Chinese Restaurant,-33.904701,151.129171,Chinese Restaurant
Hurlstone Park,-33.91005,151.12854,My sweet boutique,-33.90587714006322,151.12741989949313,Food Truck
Hurlstone Park,-33.91005,151.12854,Jang Tur Charcoal Korean BBQ Restaurant,-33.911511801761115,151.12012141645627,Korean BBQ Restaurant
Hurlstone Park,-33.91005,151.12854,Celebration Cakes,-33.904798266760125,151.12827890155802,Dessert Shop
Hurlstone Park,-33.91005,151.12854,Smokey Joe's,-33.904789,151.129065,Falafel Restaurant
Ashbury,-33.90113,151.11777,Ocean Master Seafood,-33.90088490618593,151.11999303102493,Seafood Restaurant
Ashbury,-33.90113,151.11777,First Street Pantry,-33.902775,151.119165,Café
Ashbury,-33.90113,151.11777,Excelsior Jones,-33.90015586217518,151.12708083371132,Café
Ashbury,-33.90113,151.11777,The Tart Sisters,-33.89634185663762,151.12507046758182,Bakery
Ashbury,-33.90113,151.11777,3 Tomatoes,-33.89591,151.12484,Café
Ashbury,-33.90113,151.11777,Croydon Park Hotdog Van,-33.90208706910811,151.10986232757568,Food Truck
Newington,-33.83889,151.05551,Trev's Tantalisingly Tasty Treats,-33.839062,151.057924,Food Stand
Newington,-33.83889,151.05551,PJ's All Day Diner,-33.83925591049878,151.05738369680384,Buffet
Newington,-33.83889,151.05551,Ambermere Rose Inn,-33.84276016195959,151.0587501525879,Australian Restaurant
Newington,-33.83889,151.05551,Bangkok Time,-33.83434,151.05718,Thai Restaurant
Newington,-33.83889,151.05551,Chopsti,-33.834818,151.057283,Malay Restaurant
Newington,-33.83889,151.05551,TEHWARU,-33.834222415196244,151.05659977831618,Korean Restaurant
Newington,-33.83889,151.05551,Logos Cafe,-33.8343,151.05675,Café
Newington,-33.83889,151.05551,Lemontree Cafe,-33.83374222245205,151.05651753793538,Café
Newington,-33.83889,151.05551,Gloria Jean's Coffees,-33.83402581865302,151.05616056186585,Coffee Shop
Newington,-33.83889,151.05551,Willies Cafe,-33.835799002425205,151.05244325440788,Café
Newington,-33.83889,151.05551,MoKoJi,-33.833691845209785,151.0564348798966,Korean Restaurant
Newington,-33.83889,151.05551,Madam Pho,-33.833745,151.056609,Vietnamese Restaurant
Newington,-33.83889,151.05551,Saigon Bowl Newington,-33.834476,151.05704,Vietnamese Restaurant
Newington,-33.83889,151.05551,Crispy Cluckers,-33.83387455611153,151.05690114484634,Korean Restaurant
Newington,-33.83889,151.05551,Sweet Pumpkin Soup Cafe,-33.834967,151.057322,Café
Newington,-33.83889,151.05551,Kang-Chon,-33.83375,151.05724,Korean Restaurant
Newington,-33.83889,151.05551,Siam Kingdom,-33.83436912228956,151.0566151643988,Thai Restaurant
Newington,-33.83889,151.05551,Djago Coconut Chicken,-33.834138,151.056587,Indonesian Restaurant
Newington,-33.83889,151.05551,Iki Sushi Bar & Izakaya,-33.833739,151.056767,Sushi Restaurant
Newington,-33.83889,151.05551,Subway,-33.83389752219253,151.05638323073632,Sandwich Place
Newington,-33.83889,151.05551,Silverwater Snackbar,-33.83493,151.05073,Snack Place
Newington,-33.83889,151.05551,Grehla Chicken + Burger Bar,-33.8342790329002,151.05655997523334,Burger Joint
Newington,-33.83889,151.05551,Hot Coffee Cafe,-33.834148539662,151.056793107721,Café
Newington,-33.83889,151.05551,Lunchbox In The Park,-33.83192798222446,151.05197700286303,Café
Newington,-33.83889,151.05551,The Bakery & Co,-33.8379,151.04764,Café
